"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","class"
24," Private",329852," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
58," Local-gov",292379," Bachelors",13," Widowed"," Prof-specialty"," Unmarried"," White"," Female",0,0,48," United-States"," <=50K"
22," ?",196943," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
20," Private",170091," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
31," Private",176185," Assoc-acdm",12," Divorced"," Sales"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
30," Private",170065," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,38," United-States"," <=50K"
58," Private",244605," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
30," ?",103651," HS-grad",9," Separated"," ?"," Other-relative"," Black"," Male",0,0,35," United-States"," <=50K"
17," Private",95799," 10th",6," Never-married"," Other-service"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"
23," Self-emp-inc",284651," Some-college",10," Never-married"," Prof-specialty"," Own-child"," Asian-Pac-Islander"," Male",0,0,50," India"," >50K"
30," Private",188403," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
18," Private",434430," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
19," Private",393712," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
50," Local-gov",100480," Some-college",10," Separated"," Adm-clerical"," Other-relative"," Black"," Female",0,0,38," United-States"," <=50K"
43," Private",416338," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
54," Self-emp-inc",125417," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1977,60," United-States"," >50K"
46," Self-emp-inc",216414," Masters",14," Divorced"," Sales"," Unmarried"," Black"," Female",0,0,45," United-States"," <=50K"
34," Private",249948," 1st-4th",2," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,36," El-Salvador"," <=50K"
36," Private",93225," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,35," United-States"," >50K"
54," Self-emp-not-inc",168723," 10th",6," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,60," Portugal"," <=50K"
49," Private",180532," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3137,0,45," ?"," <=50K"
47," Private",72896," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,45," United-States"," <=50K"
19," Private",35865," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," Mexico"," <=50K"
42," Private",266084," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
54," Self-emp-not-inc",392286," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"
39," Private",111499," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,50," United-States"," >50K"
53," Private",157069," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",133355," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"
28," Private",191088," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Male",0,0,45," United-States"," <=50K"
30," Local-gov",145692," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
44," Private",115562," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
34," Private",281852," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,38," United-States"," <=50K"
59," ?",220783," Some-college",10," Widowed"," ?"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
59," Private",168569," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
48," Private",155664," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
37," Self-emp-inc",98389," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,65," United-States"," <=50K"
42," Private",159449," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,60," United-States"," >50K"
49," Private",94638," HS-grad",9," Widowed"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
51," Federal-gov",163671," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
45," Private",178922," HS-grad",9," Never-married"," Sales"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
46," Private",139268," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
68," Private",154897," 10th",6," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,10," United-States"," <=50K"
32," Private",281540," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
34," Private",81206," HS-grad",9," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,48," United-States"," <=50K"
40," Private",151294," HS-grad",9," Divorced"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
58," Self-emp-not-inc",195835," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,98," United-States"," <=50K"
40," Self-emp-not-inc",111971," Assoc-acdm",12," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," >50K"
44," State-gov",185832," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," Puerto-Rico"," >50K"
21," Without-pay",496856," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," White"," Male",9562,0,50," United-States"," <=50K"
68," Private",171933," 7th-8th",4," Divorced"," Tech-support"," Not-in-family"," White"," Male",3325,0,24," Ireland"," <=50K"
31," Self-emp-not-inc",144949," Bachelors",13," Separated"," Craft-repair"," Not-in-family"," Other"," Male",0,0,50," ?"," <=50K"
19," Private",136866," 10th",6," Never-married"," Sales"," Unmarried"," Asian-Pac-Islander"," Female",0,0,30," United-States"," <=50K"
56," Private",56331," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,48," United-States"," >50K"
41," Private",90021," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
84," Private",388384," 9th",5," Never-married"," Other-service"," Own-child"," White"," Female",0,0,2," ?"," <=50K"
32," Private",131425," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
26," Private",335998," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
58," Private",33725," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
22," Private",221480," Some-college",10," Never-married"," Prof-specialty"," Unmarried"," Asian-Pac-Islander"," Female",0,0,45," Vietnam"," >50K"
25," Private",111675," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
50," Private",147629," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
29," Private",121523," HS-grad",9," Married-spouse-absent"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
42," Private",204235," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",154978," Assoc-acdm",12," Never-married"," Other-service"," Own-child"," White"," Female",0,0,80," United-States"," <=50K"
58," Private",105060," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"
50," Private",162632," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," >50K"
67," Local-gov",103315," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
27," Private",52028," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,30," Ireland"," <=50K"
31," Private",162572," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,42," United-States"," <=50K"
23," Private",217169," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
27," Self-emp-not-inc",365110," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,20," United-States"," >50K"
58," Private",111394," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
22," Self-emp-not-inc",269583," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
47," Self-emp-not-inc",249585," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
17," Private",232900," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,5," United-States"," <=50K"
52," Private",329733," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
62," Local-gov",68268," Assoc-voc",11," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
56," Local-gov",255406," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
66," Local-gov",376506," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
48," Private",99835," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",4386,0,40," United-States"," >50K"
34," Private",230246," 9th",5," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,30," Mexico"," <=50K"
26," Private",139098," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,45," United-States"," <=50K"
30," Private",201624," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
20," Private",122215," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,36," United-States"," <=50K"
39," Private",180667," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,50," United-States"," >50K"
24," Private",43387," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,40," Germany"," <=50K"
25," Private",133373," 10th",6," Divorced"," Other-service"," Unmarried"," Other"," Female",0,0,21," United-States"," <=50K"
21," Private",188923," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
31," ?",76198," Bachelors",13," Never-married"," ?"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
53," Private",290640," Assoc-voc",11," Separated"," Sales"," Not-in-family"," White"," Male",0,2258,49," Jamaica"," <=50K"
22," Private",74631," Assoc-voc",11," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,32," United-States"," <=50K"
19," Private",175507," 9th",5," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"
47," Self-emp-not-inc",102583," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1887,30," United-States"," >50K"
53," Private",200576," Masters",14," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
41," Private",214242," Bachelors",13," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",43475," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
58," Private",188982," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
45," Self-emp-inc",36228," 10th",6," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",5013,0,50," United-States"," <=50K"
29," Private",271328," 10th",6," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
23," Private",197387," 5th-6th",3," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Female",0,0,40," Mexico"," <=50K"
54," Private",256916," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," >50K"
31," Private",318647," 11th",7," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,38," United-States"," <=50K"
19," Private",83930," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,9," United-States"," <=50K"
32," Private",198068," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,38," United-States"," <=50K"
26," Private",211435," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,30," United-States"," <=50K"
25," ?",35829," Some-college",10," Never-married"," ?"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
60," Local-gov",149281," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
38," Private",175972," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
67," Self-emp-inc",111321," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,59," United-States"," >50K"
49," Private",168211," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
59," Local-gov",176118," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"
21," Local-gov",38771," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"
27," Private",249315," HS-grad",9," Never-married"," Machine-op-inspct"," Other-relative"," Black"," Male",0,0,30," United-States"," <=50K"
37," Private",166497," Some-college",10," Married-civ-spouse"," Tech-support"," Other-relative"," Asian-Pac-Islander"," Male",4386,0,50," United-States"," <=50K"
23," Private",163665," Bachelors",13," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," Columbia"," <=50K"
32," Private",164197," Some-college",10," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
32," Private",440129," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
30," Private",191571," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,45," United-States"," <=50K"
47," Private",76612," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
44," State-gov",185832," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
34," Private",260560," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," Mexico"," <=50K"
48," Private",265295," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
32," Private",241802," HS-grad",9," Separated"," Other-service"," Unmarried"," Black"," Female",0,0,38," United-States"," <=50K"
23," Private",320451," 10th",6," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
31," Private",127610," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
35," Federal-gov",38905," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
33," Self-emp-inc",374905," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,70," United-States"," <=50K"
21," Private",312017," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",279615," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1485,40," United-States"," >50K"
68," Private",224019," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1977,24," United-States"," >50K"
29," Private",122112," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",8614,0,65," United-States"," >50K"
27," Self-emp-not-inc",153805," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,72," United-States"," <=50K"
42," Private",203554," Bachelors",13," Divorced"," Sales"," Unmarried"," White"," Male",0,0,40," United-States"," >50K"
31," Local-gov",189269," HS-grad",9," Never-married"," Protective-serv"," Unmarried"," Black"," Female",0,0,38," United-States"," <=50K"
41," Private",222596," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
55," Private",193568," Masters",14," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Japan"," >50K"
41," Self-emp-not-inc",252986," 9th",5," Married-civ-spouse"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",91857," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," >50K"
58," Private",153551," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
27," State-gov",106721," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",103456," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
29," ?",41281," Bachelors",13," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
32," Local-gov",100135," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Amer-Indian-Eskimo"," Male",0,0,60," United-States"," >50K"
18," Private",423024," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
23," Private",39615," Some-college",10," Never-married"," Other-service"," Other-relative"," White"," Female",0,0,20," United-States"," <=50K"
46," Local-gov",65535," Some-college",10," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,12," United-States"," <=50K"
38," Private",52596," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
29," Private",81648," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"
48," Private",101299," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
70," Private",405362," 9th",5," Widowed"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
43," Private",156745," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
38," ?",281768," HS-grad",9," Divorced"," ?"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
19," ?",45643," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
27," Private",215955," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
58," Private",242670," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
54," Private",138845," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
24," Self-emp-not-inc",375313," HS-grad",9," Never-married"," Sales"," Other-relative"," White"," Female",0,0,30," United-States"," <=50K"
35," Self-emp-not-inc",140854," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," >50K"
47," Private",108510," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
28," ?",131310," 11th",7," Divorced"," ?"," Own-child"," Black"," Female",0,0,32," United-States"," <=50K"
45," Private",72844," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
48," Private",144844," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"
35," Local-gov",38948," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
51," Private",55500," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
41," Local-gov",160893," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
24," Private",86153," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
48," Self-emp-not-inc",246891," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," United-States"," >50K"
57," Private",130714," Doctorate",16," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1977,22," United-States"," >50K"
17," Private",171080," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,16," United-States"," <=50K"
28," Private",92262," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",193882," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
73," Self-emp-inc",167537," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",134613," Bachelors",13," Separated"," Exec-managerial"," Not-in-family"," White"," Female",99999,0,50," United-States"," >50K"
45," Private",236040," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
25," Private",175128," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
24," Private",199444," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,45," United-States"," <=50K"
37," Private",245482," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
32," Private",205152," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
34," ?",157289," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
51," Private",74660," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
49," Local-gov",79019," HS-grad",9," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
22," Private",450920," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
61," Private",95929," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
42," Private",126098," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,42," United-States"," >50K"
18," Private",415520," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
30," Private",39054," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
43," Self-emp-inc",240504," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
51," Private",172493," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
36," Private",24106," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,84," United-States"," >50K"
32," Private",113364," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
46," Federal-gov",119890," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,38," United-States"," >50K"
53," Private",30290," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
19," Private",389942," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",282979," Bachelors",13," Never-married"," Sales"," Unmarried"," Black"," Male",0,0,40," United-States"," <=50K"
47," Private",70754," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
21," Private",275421," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
44," Private",231348," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,0,44," United-States"," <=50K"
73," Self-emp-not-inc",241121," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
55," State-gov",71630," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
25," Private",164488," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
50," Private",24013," Masters",14," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
44," Private",206878," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
24," ?",144898," 11th",7," Separated"," ?"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
58," Private",126104," 5th-6th",3," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
36," Private",226947," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,22," United-States"," <=50K"
52," Private",89534," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",83742," Doctorate",16," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,50," Italy"," >50K"
40," Private",56072," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
33," Private",290763," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
67," ?",274451," Doctorate",16," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," >50K"
19," Private",158343," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,1719,12," United-States"," <=50K"
41," Private",179580," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
18," Private",104704," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,24," United-States"," <=50K"
36," Private",139703," HS-grad",9," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
64," Private",86972," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",9386,0,40," United-States"," >50K"
29," Private",394927," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
51," Local-gov",134808," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,45," United-States"," >50K"
40," Private",160369," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
41," Self-emp-inc",194636," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,60," United-States"," >50K"
31," Private",156743," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",7430,0,55," United-States"," >50K"
57," Federal-gov",170603," Some-college",10," Married-spouse-absent"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,38," United-States"," <=50K"
29," Self-emp-not-inc",142519," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," Asian-Pac-Islander"," Female",0,0,50," Philippines"," >50K"
18," Local-gov",146586," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
