Age,Workclass,Fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,Income
37, Private,172933, Some-college,14, Married-civ-spouse, Protective-serv, Husband, White, Male,-27,-1,40, United-States, <=50K
42, Private,95399, Bachelors,14, Married-civ-spouse, Craft-repair, Husband, White, Male,2723,0,45, United-States, >50K
38, Private,291506, Bachelors,12, Never-married, Exec-managerial, Wife, White, Male,-38,-2,40, United-States, <=50K
41, ?,258238, 1st-4th,11, Divorced, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,-1,50, Japan, <=50K
61, State-gov,285016, Bachelors,13, Married-civ-spouse, ?, Unmarried, White, Female,-15,2,40, United-States, >50K
56, State-gov,263517, Some-college,4, Never-married, Adm-clerical, Other-relative, White, Male,-9,0,45, United-States, <=50K
44, Self-emp-inc,249710, Prof-school,16, Married-civ-spouse, Craft-repair, Husband, White, Male,15,0,40, United-States, >50K
18, Self-emp-not-inc,254772, Assoc-acdm,15, Married-civ-spouse, Sales, Husband, White, Female,-34,0,45, United-States, >50K
40, Federal-gov,189078, HS-grad,14, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Female,-26,-1,37, United-States, <=50K
22, Self-emp-not-inc,396019, 5th-6th,9, Never-married, Handlers-cleaners, Own-child, White, Male,-27,-1,45, United-States, <=50K
47, Private,120137, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-43,1,40, United-States, <=50K
40, Local-gov,28321, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-57,-2,63, United-States, <=50K
25, Private,267605, HS-grad,9, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,-14,0,37, Columbia, <=50K
52, Private,127255, 9th,8, Divorced, ?, Other-relative, White, Female,6,0,40, United-States, <=50K
43, Self-emp-inc,299828, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15498,-1,50, United-States, >50K
18, ?,246929, Some-college,11, Never-married, ?, Own-child, White, Male,-72,1,7, United-States, <=50K
49, Private,92115, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,-3,-1,50, United-States, >50K
44, Private,30425, Assoc-acdm,14, Married-civ-spouse, Prof-specialty, Wife, White, Male,-25,2,44, United-States, >50K
33, Local-gov,369497, HS-grad,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-44,1,45, United-States, <=50K
29, State-gov,51870, 5th-6th,3, Widowed, Sales, Not-in-family, White, Female,3253,-1,40, United-States, <=50K
37, State-gov,40967, 11th,9, Separated, Adm-clerical, Not-in-family, White, Female,-19,1,101, United-States, <=50K
30, Private,140606, HS-grad,13, Never-married, Machine-op-inspct, Not-in-family, Black, Male,-25,-2,30, United-States, <=50K
17, ?,285860, Some-college,4, Never-married, ?, Own-child, White, Male,-51,1,17, United-States, <=50K
25, Private,125395, Bachelors,13, Divorced, Machine-op-inspct, Wife, White, Female,-30,1,45, United-States, <=50K
55, Private,121339, Assoc-acdm,5, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,8,-1,58, Mexico, <=50K
19, Private,247158, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-13,-1,11, United-States, <=50K
41, Private,354258, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-11,2,12, United-States, <=50K
35, Self-emp-inc,41211, Assoc-acdm,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,-29,1,45, United-States, <=50K
46, Private,32584, HS-grad,9, Married-civ-spouse, ?, Husband, White, Female,-33,0,40, United-States, <=50K
64, Without-pay,343409, HS-grad,8, Never-married, Handlers-cleaners, Husband, White, Female,-71,0,45, United-States, <=50K
64, Self-emp-not-inc,31610, HS-grad,11, Married-civ-spouse, Craft-repair, Husband, White, Male,-6,1,40, United-States, <=50K
21, Private,207245, HS-grad,5, Never-married, Prof-specialty, Own-child, White, Male,-20,0,40, England, <=50K
46, Private,328966, 11th,13, Married-civ-spouse, Other-service, Husband, Black, Male,-15,0,40, United-States, <=50K
45, Private,351337, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,-62,0,64, United-States, <=50K
44, Self-emp-inc,339639, Doctorate,13, Married-civ-spouse, Transport-moving, Husband, White, Male,56,2,51, United-States, >50K
25, ?,37481, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Male,-8,-1,40, United-States, <=50K
47, Private,115356, Bachelors,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,-18,0,40, China, <=50K
46, Self-emp-inc,40326, Some-college,6, Married-civ-spouse, Transport-moving, Husband, White, Male,3,1,49, United-States, >50K
43, Private,249518, 7th-8th,14, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,-43,0,45, United-States, >50K
38, Self-emp-not-inc,209217, Masters,3, Married-civ-spouse, Sales, Husband, White, Male,33,1,60, United-States, >50K
51, Private,117505, Prof-school,16, Married-civ-spouse, Sales, Wife, Black, Male,8103,0,49, United-States, >50K
58, Private,138408, HS-grad,9, Never-married, Sales, Husband, Black, Male,6,0,30, ?, <=50K
41, State-gov,32474, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,-13,1,45, United-States, <=50K
47, Private,133785, Bachelors,9, Divorced, Other-service, Unmarried, White, Female,-26,1,31, United-States, <=50K
51, Private,243525, HS-grad,7, Married-civ-spouse, Craft-repair, Husband, Black, Male,-14,0,40, United-States, <=50K
28, Private,113535, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, Black, Male,-13,0,40, United-States, <=50K
45, Private,190915, Masters,9, Divorced, Craft-repair, Husband, White, Female,48,1,50, United-States, <=50K
46, Local-gov,242258, 12th,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-15,-1,45, United-States, <=50K
39, Private,301614, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-43,0,40, United-States, >50K
25, ?,113450, Some-college,8, Never-married, Farming-fishing, Not-in-family, White, Female,-10,0,10, United-States, <=50K
23, Private,389323, 10th,10, Never-married, Other-service, Own-child, White, Male,-22,0,45, United-States, <=50K
56, State-gov,180804, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,6,0,44, United-States, <=50K
38, ?,131549, HS-grad,9, Married-civ-spouse, ?, Not-in-family, White, Male,-5,-2,50, United-States, <=50K
49, Private,294748, Assoc-voc,9, Married-civ-spouse, Other-service, Husband, White, Male,24,-2,40, United-States, <=50K
48, Without-pay,105856, Assoc-voc,16, Married-civ-spouse, Sales, Wife, White, Male,53,0,50, United-States, <=50K
41, Private,111808, Bachelors,5, Married-civ-spouse, Sales, Husband, Black, Male,8,1,40, United-States, <=50K
32, Local-gov,44587, Prof-school,13, Divorced, Exec-managerial, Husband, White, Female,-14,0,50, Iran, <=50K
25, Private,224233, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,-20,1,40, United-States, <=50K
44, Self-emp-inc,277922, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,38,-1,72, United-States, >50K
22, ?,348228, Some-college,7, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,-37,1,31, Mexico, <=50K
45, Private,89126, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, Other, Female,-34,0,40, United-States, <=50K
18, State-gov,203134, 10th,13, Never-married, Craft-repair, Own-child, White, Male,-4,1,64, Iran, <=50K
47, Local-gov,150213, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,9,-1,50, United-States, >50K
23, Federal-gov,76493, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,-21,-1,45, United-States, <=50K
41, Federal-gov,123627, Masters,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,-16,0,89, United-States, >50K
17, ?,283590, Bachelors,7, Divorced, ?, Unmarried, White, Male,-35,-2,22, United-States, <=50K
37, Private,100864, Bachelors,9, Divorced, Other-service, Unmarried, Other, Female,-1,1,15, Peru, <=50K
36, Federal-gov,257693, Bachelors,4, Divorced, Exec-managerial, Husband, White, Male,19,0,50, United-States, >50K
47, Private,268235, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-34,1,40, United-States, <=50K
44, Private,241586, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,-33,0,35, United-States, <=50K
41, Federal-gov,109007, Masters,13, Married-civ-spouse, Prof-specialty, Wife, White, Male,-10,1765,49, United-States, >50K
46, Self-emp-not-inc,102701, Prof-school,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,-53,0,49, United-States, >50K
49, Private,109197, Some-college,9, Never-married, Machine-op-inspct, Other-relative, White, Male,-38,2,31, Vietnam, <=50K
24, Private,170210, Some-college,13, Never-married, Handlers-cleaners, Unmarried, White, Female,-12,1,36, United-States, <=50K
48, Federal-gov,188366, HS-grad,16, Married-civ-spouse, Tech-support, Other-relative, White, Male,-27,-1,40, Philippines, <=50K
39, Private,230428, HS-grad,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-14,2063,31, United-States, <=50K
33, Private,330366, Assoc-acdm,13, Separated, Adm-clerical, Unmarried, Black, Male,-6,0,40, Mexico, <=50K
63, Private,25299, 7th-8th,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-3,0,49, Yugoslavia, <=50K
48, State-gov,49054, Assoc-voc,13, Separated, Adm-clerical, Not-in-family, White, Female,16,-1,31, United-States, >50K
44, ?,348707, 9th,10, Divorced, Adm-clerical, Not-in-family, White, Male,-2,-2,23, United-States, <=50K
52, Self-emp-inc,435116, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,-37,0,44, United-States, <=50K
44, Federal-gov,38351, Some-college,13, Never-married, Sales, Husband, White, Male,3570,0,49, United-States, <=50K
27, Private,77008, HS-grad,5, Married-civ-spouse, Farming-fishing, Other-relative, Asian-Pac-Islander, Male,-12,0,40, United-States, <=50K
45, Private,328223, 5th-6th,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,37,0,40, United-States, <=50K
23, Self-emp-not-inc,379023, 11th,13, Divorced, Prof-specialty, Not-in-family, White, Female,-30,0,21, United-States, <=50K
43, Local-gov,110041, HS-grad,16, Married-civ-spouse, Farming-fishing, Husband, White, Male,7,0,40, United-States, >50K
62, Private,243827, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-13,0,50, United-States, <=50K
48, Local-gov,117186, Bachelors,11, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,-20,-1,22, ?, <=50K
45, Private,53427, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-2,0,40, United-States, <=50K
21, Private,215401, HS-grad,7, Never-married, Handlers-cleaners, Husband, White, Male,-57,-1,40, ?, <=50K
30, Private,283340, HS-grad,7, Never-married, Other-service, Not-in-family, White, Male,-19,1,40, France, <=50K
38, Local-gov,291678, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,10,-1,50, United-States, >50K
51, Private,236041, HS-grad,9, Married-spouse-absent, Other-service, Other-relative, White, Male,-49,-1,40, United-States, <=50K
45, Private,93695, 9th,4, Never-married, Farming-fishing, Husband, White, Male,-25,0,40, Honduras, <=50K
26, Private,116617, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,-12,2,40, United-States, <=50K
38, Private,237971, HS-grad,7, Divorced, Adm-clerical, Not-in-family, White, Female,37,0,36, United-States, <=50K
50, Federal-gov,112811, 11th,13, Separated, Adm-clerical, Unmarried, Other, Female,-15,-1,30, United-States, <=50K
45, Private,360413, Prof-school,14, Married-civ-spouse, Craft-repair, Husband, White, Male,-6,1,58, Japan, <=50K
40, Local-gov,204679, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,2,-1,50, Mexico, >50K
45, Private,237399, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-15,1803,40, United-States, >50K
42, Federal-gov,235436, Masters,13, Married-civ-spouse, Craft-repair, Husband, White, Male,28,0,49, United-States, >50K
42, ?,104834, 7th-8th,9, Widowed, Adm-clerical, Unmarried, Black, Female,2753,0,40, United-States, >50K
52, Federal-gov,130805, 10th,9, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,-20,3,37, United-States, <=50K
46, Private,282660, 9th,13, Married-AF-spouse, Adm-clerical, Not-in-family, White, Female,-17,-2,36, United-States, <=50K
22, Private,161433, Assoc-acdm,13, Married-civ-spouse, Tech-support, Other-relative, White, Male,-11,-1,48, Guatemala, <=50K
58, Private,163587, 11th,10, Never-married, Craft-repair, Not-in-family, Black, Male,-33,2,31, United-States, <=50K
33, Private,35592, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Female,16,1,40, United-States, <=50K
28, Self-emp-not-inc,197489, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,5,0,44, United-States, <=50K
52, Private,213962, HS-grad,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,-29,0,40, Dominican-Republic, <=50K
54, Private,182822, 5th-6th,15, Married-civ-spouse, ?, Husband, Black, Male,1,0,40, United-States, >50K
21, ?,81262, Bachelors,10, Widowed, ?, Other-relative, White, Female,-31,1,10, United-States, <=50K
45, Self-emp-not-inc,217381, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,9,1755,56, United-States, >50K
38, Private,131977, HS-grad,15, Married-civ-spouse, Craft-repair, Husband, White, Female,-23,1,50, United-States, >50K
25, State-gov,90185, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,-4,0,37, United-States, <=50K
50, Private,336492, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,-56,-1,45, United-States, >50K
30, State-gov,129285, 7th-8th,10, Never-married, Exec-managerial, Other-relative, White, Male,-31,-3,40, Laos, <=50K
25, Private,326543, Some-college,10, Married-spouse-absent, Craft-repair, Not-in-family, Other, Male,-21,-2,10, Mexico, <=50K
25, ?,34197, Assoc-voc,8, Never-married, ?, Own-child, Black, Male,-28,-1,23, United-States, <=50K
22, Private,108249, Bachelors,5, Separated, Priv-house-serv, Not-in-family, White, Male,-27,1,17, United-States, <=50K
45, Self-emp-not-inc,33673, Some-college,10, Divorced, Exec-managerial, Own-child, White, Male,-1,1,22, England, <=50K
24, Private,77306, Assoc-voc,5, Divorced, Handlers-cleaners, Own-child, Black, Male,21,0,40, United-States, <=50K
36, Private,85369, Some-college,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,7,0,40, United-States, >50K
57, Private,256782, Masters,13, Never-married, Sales, Husband, White, Male,-37,0,40, Thailand, >50K
72, Private,125443, 1st-4th,9, Married-civ-spouse, Tech-support, Husband, White, Male,-42,1,40, Hong, <=50K
20, ?,175321, Some-college,10, Never-married, ?, Own-child, White, Male,-17,1,40, United-States, <=50K
40, State-gov,182019, Masters,7, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,-31,2,40, United-States, <=50K
22, Private,278591, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,3,-2,55, United-States, <=50K
45, Federal-gov,98381, Bachelors,10, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,-1,0,40, El-Salvador, >50K
44, Private,122831, HS-grad,9, Divorced, Other-service, Other-relative, White, Female,-12,1,40, United-States, <=50K
42, Private,297954, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,-29,0,40, Germany, <=50K
30, Private,44561, 5th-6th,5, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,17,0,40, Jamaica, >50K
29, Private,72119, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,-21,0,14, Hong, <=50K
43, Private,359290, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-60,-1,45, United-States, <=50K
41, State-gov,275002, HS-grad,5, Never-married, Other-service, Not-in-family, Black, Female,-12,-2,15, United-States, <=50K
41, Self-emp-not-inc,100393, 5th-6th,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,-33,-2,40, Poland, <=50K
23, Private,248174, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,-42,1,40, United-States, <=50K
24, Private,380492, 11th,14, Never-married, Sales, Not-in-family, White, Male,11,0,16, United-States, <=50K
37, ?,321741, Some-college,10, Divorced, ?, Own-child, White, Male,31,0,37, United-States, <=50K
30, Private,108870, Bachelors,6, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,-16,-2,50, El-Salvador, <=50K
19, Private,329043, Bachelors,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-12,2,46, United-States, <=50K
51, Private,343928, HS-grad,7, Divorced, Craft-repair, Not-in-family, White, Male,-1,1,35, United-States, <=50K
16, ?,106715, Some-college,7, Never-married, ?, Own-child, White, Male,-29,1,36, United-States, <=50K
32, Private,244548, Some-college,10, Never-married, Sales, Own-child, White, Male,-49,3,26, United-States, <=50K
47, State-gov,116709, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,-4,0,51, United-States, >50K
69, Private,242419, Bachelors,6, Separated, Adm-clerical, Not-in-family, White, Female,5,0,40, United-States, <=50K
49, Self-emp-not-inc,183117, Doctorate,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,5,2,72, United-States, >50K
61, Private,174730, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,6,-2,40, Cambodia, <=50K
26, Private,37704, 11th,11, Never-married, Sales, Other-relative, White, Male,-14,1,31, United-States, <=50K
35, ?,382809, Some-college,13, Never-married, Tech-support, Not-in-family, White, Female,-23,-3,44, Dominican-Republic, <=50K
26, ?,115473, 5th-6th,7, Never-married, Priv-house-serv, Not-in-family, White, Male,-23,0,46, United-States, <=50K
42, Without-pay,253824, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Female,-32,-1,59, United-States, >50K
43, Private,83798, Bachelors,5, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,-9,1,50, United-States, <=50K
27, State-gov,118536, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,-8,0,40, United-States, <=50K
42, Private,259399, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,-25,-2,55, United-States, >50K
42, State-gov,183745, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,4,0,57, United-States, >50K
35, State-gov,203201, Some-college,10, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,-15,1,45, United-States, <=50K
21, State-gov,310643, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,8,-1,49, United-States, <=50K
48, Private,135296, Bachelors,13, Divorced, Farming-fishing, Not-in-family, White, Female,-61,-2,9, United-States, <=50K
52, Private,122995, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, White, Male,-18,-1,40, United-States, <=50K
19, ?,180845, Some-college,10, Never-married, ?, Own-child, White, Male,-36,3,22, United-States, <=50K
41, ?,231877, HS-grad,7, Never-married, ?, Own-child, White, Male,-20,1,50, United-States, <=50K
58, ?,213855, 12th,5, Never-married, Transport-moving, Own-child, White, Male,2599,1,37, United-States, <=50K
57, State-gov,114596, HS-grad,8, Married-civ-spouse, Protective-serv, Husband, White, Male,-6,-2,73, United-States, <=50K
60, Private,299213, Prof-school,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,-11,-1,50, United-States, >50K
31, State-gov,116677, Masters,13, Divorced, Priv-house-serv, Not-in-family, White, Female,-21,0,45, United-States, >50K
20, Private,196533, Some-college,7, Never-married, Craft-repair, Husband, White, Male,-18,0,40, United-States, <=50K
30, State-gov,244958, 11th,7, Divorced, Sales, Wife, Black, Female,-24,-1,45, United-States, <=50K
40, Private,177355, HS-grad,6, Divorced, Adm-clerical, Unmarried, White, Female,-5,0,40, United-States, <=50K
51, Private,134028, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,3083,-3,44, ?, >50K
60, Local-gov,233486, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,-56,1,40, United-States, <=50K
43, State-gov,153637, Bachelors,11, Never-married, Exec-managerial, Not-in-family, White, Female,-23,0,45, United-States, <=50K
24, State-gov,247163, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-30,0,50, United-States, <=50K
30, Private,228784, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,13,1,40, United-States, <=50K
44, Self-emp-inc,31192, Masters,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,-39,0,45, United-States, >50K
19, Self-emp-not-inc,260735, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,-15,-3,12, United-States, <=50K
19, Private,264762, 5th-6th,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-7,1,22, United-States, <=50K
35, Private,33033, 1st-4th,9, Married-civ-spouse, Sales, Other-relative, White, Male,-28,0,56, Guatemala, <=50K
23, Private,252248, 7th-8th,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-12,-1,40, United-States, <=50K
64, Self-emp-not-inc,224786, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Female,-27,0,45, United-States, <=50K
44, Private,184371, Doctorate,11, Married-civ-spouse, Farming-fishing, Husband, White, Female,-28,-1,50, United-States, >50K
58, State-gov,193267, Assoc-voc,9, Married-civ-spouse, Farming-fishing, Own-child, White, Male,12,1,15, Germany, <=50K
56, Private,163787, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,-12,0,30, United-States, <=50K
64, Private,197566, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-47,2,40, South, <=50K
24, ?,275568, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,-38,0,24, United-States, <=50K
40, ?,283931, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,-39,0,44, United-States, <=50K
21, Private,192769, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,-18,2,40, United-States, <=50K
43, Local-gov,106392, Preschool,15, Married-civ-spouse, Sales, Wife, White, Female,-3,1,50, United-States, >50K
41, Private,179090, HS-grad,5, Married-civ-spouse, Sales, Husband, White, Male,-21,1,45, United-States, >50K
26, Federal-gov,244549, 1st-4th,10, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,19,0,51, United-States, >50K
47, Private,33113, 10th,7, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,-12,0,73, United-States, <=50K
27, Self-emp-not-inc,322575, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-29,0,49, United-States, <=50K
59, Private,190987, Bachelors,13, Divorced, Other-service, Unmarried, White, Female,12,-1,40, United-States, <=50K
24, Federal-gov,109318, Some-college,10, Never-married, ?, Not-in-family, White, Male,-39,-1,24, United-States, <=50K
48, Private,46160, Assoc-voc,7, Divorced, Adm-clerical, Other-relative, White, Female,12,-1,30, ?, <=50K
37, Private,165487, Bachelors,11, Never-married, ?, Wife, White, Male,-17,-1,40, Honduras, <=50K
47, Self-emp-not-inc,253647, Assoc-acdm,13, Divorced, Adm-clerical, Unmarried, White, Female,10,-1,40, United-States, <=50K
27, ?,108049, Assoc-voc,13, Divorced, Exec-managerial, Husband, White, Female,1,-1,44, Germany, >50K
45, Self-emp-not-inc,541382, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,-21,-1,40, France, <=50K
39, Private,167744, Bachelors,9, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-11,0,40, United-States, <=50K
27, Local-gov,99434, 7th-8th,9, Never-married, Prof-specialty, Unmarried, Black, Male,-31,-1,44, United-States, <=50K
34, Private,271239, Some-college,10, Never-married, Other-service, Own-child, White, Male,-13,0,22, United-States, <=50K
38, Private,179791, 12th,9, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,-40,-2,40, United-States, <=50K
28, Federal-gov,96301, Bachelors,13, Divorced, Other-service, Unmarried, Black, Female,30,-2,40, United-States, <=50K
66, Private,114063, 1st-4th,13, Divorced, Exec-managerial, Not-in-family, White, Female,-36,-1,45, United-States, <=50K
52, Private,76515, Assoc-acdm,10, Widowed, Adm-clerical, Unmarried, White, Female,39,0,12, United-States, <=50K
38, Private,104835, Masters,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-59,-1,50, United-States, >50K
43, Private,112458, HS-grad,14, Married-civ-spouse, Craft-repair, Husband, White, Male,-34,0,51, United-States, <=50K
44, Private,36599, 10th,10, Never-married, Machine-op-inspct, Own-child, White, Male,-42,1,50, United-States, <=50K
48, Private,198865, Bachelors,14, Never-married, Adm-clerical, Own-child, White, Male,-55,1,12, Trinadad&Tobago, <=50K
44, Private,232399, 7th-8th,14, Divorced, Prof-specialty, Not-in-family, White, Female,5,0,55, United-States, >50K
36, Self-emp-not-inc,207809, Assoc-acdm,9, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,1,-1,40, United-States, <=50K
26, Private,162087, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-6,1,40, United-States, <=50K
25, Federal-gov,43420, Some-college,7, Never-married, ?, Not-in-family, White, Male,-22,-3,40, ?, <=50K
40, Private,242744, HS-grad,6, Never-married, Exec-managerial, Unmarried, Black, Male,11,0,40, United-States, <=50K
35, Private,266753, Some-college,7, Never-married, Protective-serv, Other-relative, White, Male,-24,1,45, United-States, <=50K
47, Federal-gov,497919, Some-college,6, Divorced, Farming-fishing, Not-in-family, White, Male,-37,1,40, United-States, <=50K
19, ?,47262, Some-college,10, Never-married, ?, Own-child, White, Male,-55,-3,30, United-States, <=50K
30, Private,211760, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-36,1,40, United-States, <=50K
50, Private,266519, Some-college,7, Married-civ-spouse, Craft-repair, Husband, White, Male,-31,0,40, United-States, <=50K
23, Federal-gov,507262, Some-college,13, Never-married, Other-service, Other-relative, White, Male,-22,2,45, Canada, <=50K
63, Private,120623, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,-41,-1,31, United-States, <=50K
47, Private,74213, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,-10,-1,40, United-States, >50K
17, Self-emp-not-inc,339954, Some-college,10, Never-married, Other-service, Not-in-family, Other, Male,0,1,25, Mexico, <=50K
45, Self-emp-not-inc,38991, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,1822,0,58, United-States, >50K
55, Local-gov,292539, Masters,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,-30,-2,40, United-States, >50K
21, Private,32183, 9th,11, Never-married, Farming-fishing, Unmarried, White, Male,7,0,61, United-States, <=50K
48, Self-emp-not-inc,334790, Bachelors,13, Never-married, ?, Not-in-family, White, Male,-2,3,45, France, <=50K
28, Self-emp-not-inc,119702, 11th,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,20,-1,90, United-States, >50K
26, State-gov,38261, HS-grad,9, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,8,-1,40, United-States, <=50K
22, Self-emp-not-inc,162345, Bachelors,14, Never-married, Exec-managerial, Not-in-family, White, Male,-18,1,44, United-States, <=50K
19, Private,157676, Assoc-voc,10, Never-married, Exec-managerial, Not-in-family, White, Female,-7,0,24, United-States, <=50K
41, Private,288910, HS-grad,9, Married-spouse-absent, Other-service, Husband, White, Male,0,-2,35, United-States, <=50K
46, Federal-gov,320794, Assoc-voc,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-33,0,69, Japan, <=50K
23, State-gov,78810, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,-21,-2,40, Puerto-Rico, >50K
21, Private,361707, 9th,9, Never-married, ?, Husband, Black, Male,-17,0,45, United-States, <=50K
25, ?,113113, Some-college,10, Never-married, ?, Own-child, White, Male,-48,1,12, United-States, <=50K
